,x,y,name,description,accreditation
0,146.9254257,-36.0752574,Albury: School Zone RLSC,Variable Speed Limit Enforced.,
1,151.2011517,-33.9014752,Alexandria: Red-Light Speed Cameras,,
2,151.202838,-33.905526,Alexandria: Red-Light Speed Camera,,
3,151.122571,-33.978499,Allawah: Red-Light Speed Camera,,
4,151.1174803,-33.8884728,Ashfield: Red-Light Speed Camera,,
5,151.0214619,-33.8481914,Auburn: Red-Light Speed Camera,,
6,151.0333228,-33.849216,Auburn: Red-Light Speed Camera,,
7,151.0346769,-33.8499838,Auburn: Red-Light Speed Camera,,
8,151.2146643,-33.9618466,Banksmeadow: Red-Light Speed Cameras,,
9,151.033325,-33.907354,Bankstown: School Zone RLSC,Variable Speed Limit Enforced.,
10,151.04012,-33.906121,Bankstown: Red-Light Speed Camera,,
11,150.9964398,-33.8989837,Bass Hill: Red-Light Speed Camera,,
12,149.5729169,-33.4151156,Bathurst: Red-Light Speed Camera,,
13,149.5851002,-33.4175312,Bathurst: Red-Light Speed Camera,,
14,150.992891,-33.761912,Baulkham Hills: Red-Light Speed Cameras,,
15,151.197568,-33.911546,Beaconsfield: Red-Light Speed Camera,,
16,151.083595,-33.902145,Belfield: Red-Light Speed Camera,,
17,151.098562,-33.929325,Belmore: Red-Light Speed Camera,,
18,151.127873,-33.948211,Bexley: Red-Light Speed Camera,,
19,151.131843,-33.952823,Bexley: Red-Light Speed Camera,,
20,150.8971203,-33.798158,Blacktown: Red-Light Speed Camera,,
21,150.9015786,-33.7765792,Blacktown: Red-Light Speed Camera,,
22,150.892408,-33.769152,Blacktown: School Zone RLSC,Variable Speed Limit Enforced.,
23,150.908042,-33.773422,Blacktown: School Zone RLSC,Variable Speed Limit Enforced.,
24,150.919112,-33.7926928,Blacktown: Red-Light Speed Camera,Prospect Highway / Blacktown Road,
25,150.91161,-33.771875,Blacktown: Red-Light Speed Camera,,
26,150.9052661,-33.7668378,Blacktown: Red-Light Speed Camera,,
27,150.911044,-33.765594,Blacktown: Red-Light Speed Camera,,
28,151.1092186,-33.9834118,Blakehurst: Red-Light Speed Camera,,
29,151.2534921,-33.8909801,Bondi Junction: Red-Light Speed Camera,,
30,151.105418,-33.868908,Burwood: Red-Light Speed Cameras,,
31,151.103696,-33.877435,Burwood: Red-Light Speed Camera,,
32,150.919171,-33.899445,Cabramatta West: Red-Light Speed Cameras,,
33,150.81962,-34.06657,Campbelltown: Red-Light Speed Cameras,,
34,150.805555,-34.072193,Campbelltown: Red-Light Speed Cameras,,
35,150.808342,-34.074904,Campbelltown: Red-Light Speed Camera,,
36,151.10442,-33.918239,Campsie: Red-Light Speed Camera,,
37,151.099638,-33.920186,Campsie: Red-Light Speed Camera,,
38,150.9238136,-33.8836387,Canley Heights: School Zone RLSC,,
39,150.922894,-33.888277,Canley Heights: Red-Light Speed Camera,,
40,150.937021,-33.885509,Canley Vale: Red-Light Speed Camera,,
41,151.132919,-34.045677,Caringbah: Red-Light Speed Camera,,
42,150.976865,-33.724915,Castle Hill: Red-Light Speed Camera,,
43,151.004191,-33.731204,Castle Hill: Red-Light Speed Camera,,
44,151.6866446,-32.9567081,Charlestown: Red-Light Speed Camera,,
45,151.006726,-33.883728,Chester Hill: Red-Light Speed Cameras,,
46,151.1985978,-33.8843445,Chippendale: Red-Light Speed Camera,,
47,151.0387301,-33.8917256,Chullora: Red-Light Speed Camera,,
48,151.0538675,-33.8940975,Chullora/Greenacre: Red-Light Speed Camera,,
49,150.7579001,-33.7683334,Claremont Meadows: Red-Light Speed Camera,,
50,153.1266609,-30.2836728,Coffs Harbour: Red-Light Speed Camera,Pacific Highway / Bray Street.,
51,153.110624,-30.3007834,Coffs Harbour: Red-Light Speed Camera,,
52,151.106013,-33.861634,Concord: Red-Light Speed Camera,,
53,151.014054,-33.916129,Condell Park: Red-Light Speed Camera,,
54,150.875883,-34.446087,Coniston: Red-Light Speed Cameras,"All lanes monitored, additional cameras installed for Right-Turn.",
55,150.9006775,-34.3735603,Corrimal: Red-Light Speed Camera,,
56,151.199234,-33.826128,Crows Nest: Red-Light Speed Camera,,
57,151.111131,-33.894669,Croydon Park: Red-Light Speed Camera,,
58,151.2151976,-33.8792117,Darlinghurst: Red-Light Speed Cameras,,
59,151.280593,-33.758583,Dee Why: Red-Light Speed Camera,,
60,151.1545171,-33.8510693,Drummoyne: Red-Light Speed Camera,,
61,151.108907,-33.927734,Earlwood: Red-Light Speed Camera,,
62,150.8542961,-33.7887154,Eastern Creek: Red-Light Speed Camera,,
63,151.085717,-33.788515,Eastwood: Red-Light Speed Camera,,
64,151.077665,-33.793506,Eastwood: School Zone RLSC,Variable Speed Limit Enforced.,
65,151.080294,-33.771137,Epping: Red-Light Speed Camera,,
66,151.056226,-33.814345,Ermington: Red-Light Speed Camera,,
67,150.954289,-33.863972,Fairfield: Red-Light Speed Camera,,
68,150.9454697,-33.8729143,Fairfield: Red-Light Speed Camera,,
69,150.937005,-33.872317,Fairfield Heights: Red-Light Speed Camera,,
70,150.857987,-34.438847,Figtree: Red-Light Speed Camera,,
71,151.126074,-33.873061,Five Dock: Red-Light Speed Camera,,
72,151.130939,-33.870133,Five Dock: Red-Light Speed Camera,,
73,151.132913,-33.824232,Gladesville: Red-Light Speed Camera,,
74,151.012217,-33.830636,Granville: Red-Light Speed Camera,,
75,151.004787,-33.827735,Granville: Red-Light Speed Camera,,
76,151.0643399,-33.9077726,Greenacre: Red-Light Speed Camera,,
77,151.0579145,-33.9028132,Greenacre: Red-Light Speed Camera,,
78,151.0629607,-33.9154636,Greenacre: Red-Light Speed Camera,,
79,150.8999749,-33.8726931,Greenfield Park: Red-Light Speed Camera,,
80,150.9603345,-33.8302749,Greystanes: Red-Light Speed Camera,This camera has been re-activated due to the completion of road works.,
81,150.995066,-33.855751,Guildford: Red-Light Speed Camera,,
82,151.141993,-33.870808,Haberfield: Red-Light Speed Camera,,
83,151.141781,-33.887562,Haberfield: Red-Light Speed Camera,,
84,151.134388,-33.874943,Haberfield: Red-Light Speed Camera,,
85,151.746879,-32.924064,Hamilton: Red-Light Speed Camera,,
86,151.7477951,-32.9197767,Hamilton: Red-Light Speed Camera,,
87,151.7579994,-32.9267316,Hamilton East: Red-Light Speed Camera,,
88,151.2042061,-33.8828213,Haymarket: Red-Light Speed Cameras,,
89,151.0834828,-33.8644557,Homebush: Red-Light Speed Camera,,
90,151.0723222,-33.8558361,Homebush West: Red-Light Speed Camera,,
91,151.064225,-33.867812,Homebush West: Red-Light Speed Camera,,
92,150.8485924,-33.9246528,Hoxton Park: Red-Light Speed Camera,,
93,151.2231854,-33.9100346,Kensington: Red-Light Speed Camera,,
94,151.091795,-33.9512199,Kingsgrove: Red-Light Speed Camera,,
95,151.0662921,-34.0350794,Kirrawee: Red-Light Speed Camera,,
96,151.6881333,-32.9405384,Kotara: Red-Light Speed Camera,,
97,151.712345,-32.940637,Kotara: Red-Light Speed Camera,,
98,151.072969,-33.91145,Lakemba: Red-Light Speed Camera,,
99,151.725636,-32.915148,Lambton: Red-Light Speed Camera,,
100,151.1553637,-33.8139402,Lane Cove: Red Light Speed Camera,,
101,151.1636351,-33.810737,Lane Cove North: Red-Light Speed Camera,,
102,150.973139,-33.889588,Lansdowne: Red-Light Speed Cameras,This area is only 60kph (not 70),
103,151.1475502,-33.8842324,Leichhardt: Red-Light Speed Camera,,
104,151.149068,-33.889911,Leichhardt / Petersham: Red-Light Speed Camera,,
105,151.041734,-33.864997,Lidcombe: Red-Light Speed Camera,,
106,151.155237,-33.8749523,Lilyfield: Red-Light Speed Camera,,
107,150.919423,-33.919508,Liverpool: Red-Light Speed Camera,,
108,150.9180683,-33.9282855,Liverpool: Red-Light Speed Camera,,
109,150.92085,-33.924573,Liverpool: Red-Light Speed Camera,,
110,150.921303,-33.9222119,Liverpool: Red-Light Speed Camera,,
111,151.2392093,-33.940062,Maroubra Junction: Red-Light Speed Camera,,
112,151.162206,-33.909729,Marrickville: Red-Light Speed Camera,,
113,151.190213,-33.924729,Mascot: Red-Light Speed Camera,,
114,151.191756,-33.92083,Mascot: Red-Light Speed Camera,,
115,151.1993755,-33.9340716,Mascot: Red-Light Speed Camera,,
116,151.1871798,-33.9243389,Mascot: Red-Light Speed Camera,,
117,151.726352,-32.889701,Mayfield West: Red-Light Speed Camera,,
118,150.981819,-33.817953,Mays Hill: Red-Light Speed Cameras,,
119,150.9993499,-33.8397994,Merrylands: Red-Light Speed Camera,,
120,150.969508,-33.832325,Merrylands West: Red-Light Speed Camera,,
121,150.980306,-33.929616,Milperra: Red-Light Speed Camera,,
122,150.9824514,-33.9441068,Milperra: Red-Light Speed Camera,,
123,151.1132308,-34.0351946,Miranda: Red-Light Speed Camera,,
124,151.221598,-33.895065,Moore Park: Red-Light Speed Camera,,
125,151.218977,-33.88662,Moore Park: Red-Light Speed Cameras,,
126,150.948249,-33.929218,Moorebank: Red-Light Speed Camera,,
127,151.238563,-33.824424,Mosman: Red-Light Speed Camera,,
128,150.8240007,-33.7814415,Mount Druitt: Red-Light Speed Camera,,
129,150.814444,-33.77929,Mount Druitt: Red-Light Speed Camera,,
130,151.200939,-33.822084,Naremburn: Red-Light Speed Camera,,
131,151.130314,-33.791388,North Ryde: Red-Light Speed Camera,,
132,151.119778,-33.793196,North Ryde: School Zone RLSC's x3,This area drops from 70 to 40 within school zone time periods on Lane Cove Road.,
133,151.215219,-33.829852,North Sydney: Red-Light Speed Camera,,
134,150.989635,-33.795525,Northmead: Red-Light Speed Camera,,
135,150.6057412,-34.8722358,Nowra: Red-Light Speed Camera,,
136,150.8494521,-33.7334972,Oakhurst: Red-Light Speed Camera,,
137,150.983233,-33.794317,Old Toongabbie: Red-Light Speed Camera,,
138,151.2327715,-33.8896953,Paddington: Red-Light Speed Camera,,
139,150.937874,-33.720487,Parklea: Red-Light Speed Camera,,
140,151.0001305,-33.8193476,Parramatta: Red-Light Speed Camera,,
141,151.001729,-33.814797,Parramatta: Red-Light Speed Camera,,
142,150.99931,-33.816101,Parramatta: Red-Light Speed Camera,,
143,151.005374,-33.808649,Parramatta: Red-Light Speed Camera,,
144,151.0607884,-33.7404341,Pennant Hills: School Zone RLSC,This area drops from 70km/h to 40 within school zone periods. It also is located at the end of the down hill slope on Pennant Hills Rd making is very easy to mistakenly speed past!Variable Speed Limit Enforced.,
145,151.1524875,-33.8965213,Petersham: Red-Light Speed Camera,,
146,150.8348871,-33.7440935,Plumpton: Red-Light Speed Camera,,
147,152.9148532,-31.4329381,Port Macquarie: Red-Light Speed Camera,,
148,150.8755774,-33.956719,Prestons: Red-Light Speed Camera,,
149,150.9276009,-33.8050269,Prospect: Red-Light Speed Camera,,
150,151.136298,-33.984177,Ramsgate: Red-Light Speed Camera,,
151,151.24202,-33.913177,Randwick: Red-Light Speed Camera,New 50km/h speed limit in Randwick from June 2018.,
152,151.244818,-33.902842,Randwick: Red-Light Speed Camera,New 50km/h speed limit in Randwick from June 2018.,
153,151.2166299,-33.8920467,Redfern: Red-Light Speed Camera,,
154,150.751913,-33.599219,Richmond: Red-Light Speed Camera,,
155,151.137559,-33.952927,Rockdale: Red-Light Speed Cameras,,
156,151.1488727,-33.9497016,Rockdale: Red-Light Speed Camera,,
157,150.8350754,-33.7702024,Rooty Hill: Red-Light Speed Camera ,,
158,150.847081,-33.7605854,Rooty Hill: Red-Light Speed Camera,,
159,150.9222766,-33.690422,Rouse Hill - Red-Light Speed Camera,,
160,151.075517,-33.939686,Roselands: Red-Light Speed Camera,,
161,151.168659,-33.862848,Rozelle: Red-Light Speed Camera,,
162,151.172124,-33.8653,Rozelle: Red-Light Speed Camera,,
163,151.2284911,-33.8768985,Rushcutters Bay: Red-Light Speed Camera,,
164,151.103398,-33.815956,Ryde: Red-Light Speed Camera,,
165,150.942849,-33.768379,Seven Hills: Red-Light Speed Cameras,"One camera is on a downhill slope, easy to make a mistake here.",
166,151.0497272,-33.8301858,Silverwater: Red-Light Speed Camera,,
167,151.0444055,-33.8423374,Silverwater: Red-Light Speed Camera,,
168,151.0435956,-33.8432547,Silverwater: Red-Light Speed Cameras,One of 2 cameras is located on the M4 off-ramp (monitoring right-turn).,
169,150.940969,-33.853479,Smithfield: Red-Light Speed Camera,,
170,150.9389305,-33.8619502,Smithfield: Red-Light Speed Camera,,
171,150.922218,-33.850835,Smithfield: Red-Light Speed Camera,,
172,150.922633,-33.848826,Smithfield: Red-Light Speed Camera,,
173,150.962673,-33.817487,South Wentworthville: Red-Light Speed Camera,,
174,150.768744,-33.769585,St Marys: Red-Light Speed Cameras,,
175,150.772974,-33.773195,St Marys: School Zone RLSC,Variable Speed Limit Enforced.,
176,150.7711665,-33.7831705,St Marys: Red-Light Speed Camera,,
177,151.1814492,-33.9072284,St Peters: Red-Light Speed Camera,,
178,151.2143397,-33.8835006,Surry Hills: Red-Light Speed Camera,,
179,151.2140983,-33.885115,Surry Hills: Red-Light Speed Camera,,
180,151.217996,-33.886173,Surry Hills: Red-Light Speed Cameras,,
181,151.206073,-33.889682,Surry Hills: School Zone RLSC,Variable Speed Limit Enforced,
182,151.2173561,-33.8899961,Surry Hills: Red-Light Speed Camera (Light Rail Crossing),,
183,151.2099218,-33.8732661,Sydney: Red-Light Speed Camera,,
184,151.081249,-33.730822,Thornleigh: Red-Light Speed Camera,,
185,150.9002403,-34.3835309,Towradgi: Red-Light Speed Camera,,
186,153.5445281,-28.2058196,Tweed Heads South: Red Light Speed Camera,,
187,153.5216361,-28.1784305,Tweed Heads West: Red-Light Speed Camera,Gold Coast Hwy / M1This is only a 60 zone (not 80),
188,151.195712,-33.879054,Ultimo: Red-Light Speed Camera,,
189,150.84928,-34.44979,Unanderra: Red-Light Speed Camera,,
190,151.1027999,-33.7103802,Waitara: School Zone RLSC,Variable Speed Limit Enforced.,
191,151.671152,-32.906145,Wallsend: Red-Light Speed Camera,,
192,150.887604,-34.485395,Warrawong: Red-Light Speed Camera,,
193,150.928507,-33.914219,Warwick Farm: Red-Light Speed Camera,,
194,150.9316778,-33.913765,Warwick Farm: Red-Light Speed Camera,,
195,151.2061697,-33.9002749,Waterloo: Red-Light Speed Camera,,
196,150.969513,-33.815559,Wentworthville: Red-Light Speed Camera,Downhill slope.,
197,151.047662,-33.754123,West Pennant Hills: Red-Light Speed Camera,,
198,151.135386,-33.773259,West Pymble: Variable Red-Light Speed Camera,Variable Speed Limit enforced (40 heavy vehicles / 70 light vehicles),
199,151.0963562,-33.813459,West Ryde: Red-Light Speed Camera,,
200,151.0675298,-33.9213465,Wiley Park: Red-Light Speed Camera,Lakemba Street / King Georges Road,
201,151.068428,-33.922882,Wiley Park: School Zone RLSC,Variable Speed Limit Enforced.,
202,150.869177,-34.529974,Windang: Red-Light Speed Camera,,
203,150.8151949,-33.612323,Windsor: Red-Light Speed Camera,,
204,150.899561,-34.426976,Wollongong: Red-Light Speed Camera,,
205,150.887378,-34.425799,Wollongong: Red-Light Speed Camera,,
206,151.239917,-33.887932,Woollahra: Red-Light Speed Camera,,
207,151.216311,-33.874311,Woolloomooloo: Red-Light Speed Camera,,
208,151.2180931,-33.8745476,Woolloomooloo: Red-Light Speed Camera,,
209,151.1386841,-34.0391979,Woolooware: Red-Light Speed Camera,,
210,151.037351,-33.899028,Yagoona: Red-Light Speed Camera,,
211,151.2172338,-33.874364,Cross City Tunnel EastBound,Variable Speed Limit is enforced throughout the tunnels.,
212,151.2170447,-33.8744998,Cross City Tunnel WestBound,Variable Speed Limit is enforced throughout the tunnels.,
213,151.2173326,-33.8763851,Eastern Distributor NorthBound,Variable Speed Limit is enforced throughout the tunnel.,
214,151.2169629,-33.8799796,Eastern Distributor SouthBound,Variable Speed Limit is enforced throughout the tunnel.,
215,151.210603,-33.841591,M1 Sydney Harbour Tunnel,Variable Speed Limit is enforced throughout the tunnels.,
216,151.213755,-33.86197,M1 Sydney Harbour Tunnel,Variable Speed Limit is enforced throughout the tunnels.,
217,151.1540383,-33.8068233,Lane Cove Tunnel EastBound,Variable Speed Limit is enforced throughout the tunnels.,
218,151.1530218,-33.8063625,Lane Cove Tunnel WestBound,Variable Speed Limit is enforced throughout the tunnels.,
219,151.1297952,-33.9359165,M5 Tunnel - EastBound,Variable Speed Limit is enforced throughout the tunnels.,
220,151.1345454,-33.9349941,M5 Tunnel - WestBound,Variable Speed Limit is enforced throughout the tunnels.,
221,151.1208564,-33.8738852,M4 WestConnex Tunnel WestBound,Variable Speed Limit is enforced throughout the tunnel.,
222,151.1197365,-33.8734031,M4 WestConnex Tunnel EastBound,Variable Speed Limit is enforced throughout the tunnel.,
223,151.023565,-33.836057,Auburn: Fixed Speed Camera,,
224,151.183929,-33.4884,Bar Point: Fixed Speed Camera (Variable),,
225,151.7147793,-30.0060828,Ben Lomond: Fixed Speed Camera (Variable),this camera is located on a down hill slope.,
226,150.797286,-33.661217,Berkshire Park: Fixed Speed Camera,,
227,151.11888,-33.94251,Bexley North: Fixed Speed Camera,,
228,150.895653,-31.783592,Blandford: Fixed Speed Camera,,
229,150.605822,-34.857676,Bomaderry: Fixed Speed Camera,,
230,150.894443,-33.898111,Bonnyrigg: Fixed Speed Camera,,
231,149.829113,-36.519182,Brogo: Fixed Speed Camera,,
232,150.913637,-34.331591,Bulli: Fixed Speed Camera,,
233,153.438124,-28.401084,Burringbar: Fixed Speed Camera,Overtaking Lane Hazard.,
234,151.104731,-33.887682,Burwood Heights: Fixed Speed Camera,,
235,151.022428,-33.815401,Camellia: Fixed Speed Camera,,
236,151.114776,-33.913983,Canterbury: Fixed Speed Camera,,
237,151.131288,-34.035711,Caringbah: Fixed Speed Camera,,
238,151.049089,-33.782598,Carlingford: Fixed Speed Camera,,
239,151.505982,-33.22033,Charmhaven: Fixed Speed Camera,,
240,153.404599,-28.734549,Clunes: Warning Mode Fixed Speed Camera,This Camera is in warning mode only.,
241,151.089869,-33.849436,Concord West: Fixed Speed Camera,,
242,151.230428,-33.876509,Edgecliff: Fixed Speed Camera,,
243,151.0054708,-34.0733374,Engadine: Fixed Speed Camera,,
244,153.548409,-28.647429,Ewingsdale: Fixed Speed Camera,The Pacific Motorway has been upgraded & the camera is located on the old road.,
245,150.979121,-33.869672,Fairfield East: Fixed Speed Camera,,
246,151.170727,-33.752105,Gordon: Warning Mode Fixed Speed Camera,Camera in warning mode.,
247,150.932732,-33.823071,Greystanes: Fixed Speed Camera,,
248,150.881271,-34.414883,Gwynneville: Fixed Speed Camera NB,"Gwynneville has two cameras operating approximately 1,000 metres apart and infringing in different directions, therefore they are considered separate locations.",
249,150.883811,-34.40608,Gwynneville: Fixed Speed Camera SB,"Gwynneville has two cameras operating approximately 1,000 metres apart and infringing in different directions, therefore they are considered separate locations.",
250,153.006482,-30.554768,Hungry Head: Fixed Speed Camera,Speed Limit has changed since Pacific Hwy upgrade.,
251,150.632582,-33.533635,Kurrajong Heights: Fixed Speed Camera,,
252,151.158145,-33.8128449,Lane Cove: Fixed Speed Camera,,
253,150.965667,-33.891345,Lansvale: Fixed Speed Camera,,
254,151.729761,-32.892286,Mayfield West: Fixed Speed Camera,,
255,150.2402875,-33.5825733,Mount Victoria: Fixed Speed Camera (Variable),Both directions are monitored.,
256,151.275773,-33.7557553,Narraweena: Fixed Speed Camera (Variable),Variable Speed Limit enforced. Eastbound is only 20kmph for Trucks & Buses.,
257,151.613195,-33.134,Nords Wharf: Fixed Speed Camera,,
258,152.9231925,-30.7034805,North Macksville: Fixed Speed Camera,,
259,152.965087,-30.697107,North Macksville: Fixed Speed Camera,,
260,151.008201,-33.800754,North Parramatta: Fixed Speed Camera,,
261,151.207956,-33.793994,North Willoughby: Warning Mode Fixed Speed Camera,Camera is in warning mode only.,
262,150.892542,-34.411442,North Wollongong: Fixed Speed Camera,camera is located just after a downhill slope.,
263,151.342608,-33.358317,Ourimbah: Fixed Speed Camera,,
264,151.027548,-33.939958,Padstow: Fixed Speed Camera,,
265,151.049499,-33.960957,Peakhurst: Fixed Speed Camera,,
266,151.009904,-33.979128,Picnic Point: Fixed Speed Camera,,
267,151.682053,-32.925158,Rankin Park: Fixed Speed Camera ,,
268,151.101907,-33.803166,Ryde: Fixed Speed Camera,,
269,151.7046131,-32.8574129,Sandgate: Fixed Speed Cameras,,
270,150.795159,-33.62838,South Windsor: Fixed Speed Camera,,
271,152.016465,-29.040176,Tenterfield: Fixed Speed Camera,This street is now only 50km/h .,
272,151.243847,-33.814013,The Spit: Warning Mode Fixed Speed Camera,,
273,151.2454,-33.80991,The Spit: Warning Mode Fixed Speed Camera,,
274,153.0277196,-29.6336487,Ulmarra: Fixed Speed Camera (NEW),The Speed Limit is only 50km/h on this section of the Highway.,
275,153.008424,-30.504305,Urunga: Warning Mode Fixed Speed Camera,Camera is in Warning Mode only.,
276,153.002351,-30.583555,Valla Beach: Fixed Speed Camera,,
277,150.591992,-33.711913,Valley Heights: Fixed Speed Camera,,
278,153.4674806,-28.9458786,Wardell: Fixed Speed Camera,this camera is located in a 80 zone.,
279,150.876054,-34.491848,Warrawong: Fixed Speed Camera,,
280,151.0385343,-33.7400009,West Pennant Hills: Fixed Speed Camera,,
281,153.390781,-28.812373,Wollongbar: Fixed Speed Camera,,
282,153.351264,-29.067442,Woodburn: Fixed Speed Camera,,
283,151.008673,-33.904734,Yagoona: Fixed Speed Camera,,
284,151.12742,-33.890051,Ashfield: School Zone Speed Camera,both directions are monitored.,
285,151.038505,-33.906021,Bankstown: School Zone Speed Cameras,Variable Speed Enforced.,
286,151.081742,-33.950527,Beverly Hills: School Zone Speed Cameras,Variable Speed Enforced,
287,150.894974,-33.893723,Bonnyrigg: School Zone Speed Camera,Variable Speed Enforced,
